date,sku_id,store_id,sales_qty,stock_level,promotion_flag,temperature,day_of_week,stockout_next_3d,stock_risk_score
2024-02-02,SKU_014,STORE_1,38.0,73,0,,4,0,-0.011
2024-02-02,SKU_014,STORE_2,23.0,111,0,10.0,4,0,0.001
2024-02-02,SKU_014,STORE_3,33.0,61,0,,4,0,0.011
2024-02-02,SKU_014,STORE_4,31.0,0,0,16.0,4,1,1.012
2024-02-02,SKU_014,STORE_5,28.0,138,0,-11.7,4,0,0.013
2024-02-02,SKU_015,STORE_1,28.0,24,0,26.5,4,0,0.006
2024-02-02,SKU_015,STORE_2,31.0,166,0,9.6,4,0,0.016
2024-02-02,SKU_015,STORE_3,,108,0,-3.0,4,0,-0.008
2024-02-02,SKU_015,STORE_4,29.0,99,0,,4,0,0.006
2024-02-02,SKU_015,STORE_5,36.0,41,0,,4,0,0.004
2024-02-02,SKU_016,STORE_1,27.0,0,0,14.2,4,1,0.99
2024-02-02,SKU_016,STORE_2,31.0,83,0,9.2,4,0,0.012
2024-02-02,SKU_016,STORE_3,40.0,149,0,-5.1,4,0,-0.01
2024-02-02,SKU_016,STORE_4,30.0,0,0,15.7,4,1,0.986
2024-02-02,SKU_016,STORE_5,35.0,3,0,14.6,4,1,0.981
2024-02-02,SKU_017,STORE_1,43.0,70,0,6.8,4,0,0.003
2024-02-02,SKU_017,STORE_2,43.0,0,0,,4,1,0.999
2024-02-02,SKU_017,STORE_3,31.0,63,0,2.8,4,0,-0.015
2024-02-02,SKU_017,STORE_4,38.0,0,1,22.5,4,1,0.989
2024-02-02,SKU_017,STORE_5,31.0,76,0,18.9,4,0,0.006
2024-02-02,SKU_018,STORE_1,19.0,53,0,27.6,4,0,-0.013
2024-02-02,SKU_018,STORE_2,,163,0,4.3,4,0,-0.008
2024-02-02,SKU_018,STORE_3,20.0,71,0,-0.8,4,0,0.022
2024-02-02,SKU_018,STORE_4,31.0,63,0,4.0,4,0,-0.004
2024-02-02,SKU_018,STORE_5,38.0,160,0,21.7,4,0,0.002
2024-02-02,SKU_019,STORE_1,29.0,62,0,4.5,4,0,0.011
2024-02-02,SKU_019,STORE_2,33.0,56,0,-5.9,4,0,0.008
2024-02-02,SKU_019,STORE_3,30.0,156,0,,4,0,-0.001
2024-02-02,SKU_019,STORE_4,23.0,120,0,10.5,4,0,0.014
2024-02-02,SKU_019,STORE_5,26.0,105,0,27.5,4,0,0.02
2024-02-02,SKU_020,STORE_1,24.0,49,0,14.4,4,0,-0.009
2024-02-02,SKU_020,STORE_2,,0,1,9.1,4,1,0.997
2024-02-02,SKU_020,STORE_3,30.0,15,1,35.0,4,0,0.014
2024-02-02,SKU_020,STORE_4,30.0,119,0,-11.1,4,0,0.008
2024-02-02,SKU_020,STORE_5,35.0,47,0,34.3,4,0,-0.003
2024-02-03,SKU_001,STORE_1,37.0,32,0,19.3,5,0,0.009
2024-02-03,SKU_001,STORE_2,34.0,147,1,5.9,5,0,0.013
2024-02-03,SKU_001,STORE_3,41.0,98,1,6.8,5,0,0.017
2024-02-03,SKU_001,STORE_4,58.0,115,1,,5,0,0.003
2024-02-03,SKU_001,STORE_5,,173,0,24.2,5,0,0.011
2024-02-03,SKU_002,STORE_1,33.0,43,0,26.4,5,0,0.018
2024-02-03,SKU_002,STORE_2,47.0,144,1,15.5,5,0,-0.001
2024-02-03,SKU_002,STORE_3,23.0,108,0,9.0,5,0,0.001
2024-02-03,SKU_002,STORE_4,39.0,0,0,15.3,5,1,0.988
2024-02-03,SKU_002,STORE_5,27.0,170,0,13.3,5,0,-0.002
2024-02-03,SKU_003,STORE_1,,11,0,31.0,5,1,0.989
2024-02-03,SKU_003,STORE_2,29.0,104,0,15.7,5,0,0.011
2024-02-03,SKU_003,STORE_3,41.0,115,0,13.6,5,0,0.01
2024-02-03,SKU_003,STORE_4,23.0,175,0,-10.7,5,0,-0.007
2024-02-03,SKU_003,STORE_5,25.0,60,0,19.2,5,0,0.008
2024-02-03,SKU_004,STORE_1,24.0,96,0,10.2,5,0,-0.001
2024-02-03,SKU_004,STORE_2,19.0,90,0,27.0,5,0,0.016
2024-02-03,SKU_004,STORE_3,40.0,126,0,19.0,5,0,0.0
2024-02-03,SKU_004,STORE_4,25.0,71,0,4.9,5,0,-0.003
2024-02-03,SKU_004,STORE_5,30.0,77,0,17.8,5,0,0.008
2024-02-03,SKU_005,STORE_1,30.0,151,0,24.2,5,0,0.0
2024-02-03,SKU_005,STORE_2,32.0,164,0,30.0,5,0,-0.019
2024-02-03,SKU_005,STORE_3,34.0,141,0,16.2,5,0,0.005
2024-02-03,SKU_005,STORE_4,33.0,0,0,,5,1,1.001
2024-02-03,SKU_005,STORE_5,37.0,87,1,,5,0,0.003
2024-02-03,SKU_006,STORE_1,30.0,153,0,0.2,5,0,-0.002
2024-02-03,SKU_006,STORE_2,31.0,129,0,16.7,5,0,-0.004
2024-02-03,SKU_006,STORE_3,34.0,105,0,27.6,5,0,-0.018
2024-02-03,SKU_006,STORE_4,45.0,137,0,13.1,5,0,-0.013
2024-02-03,SKU_006,STORE_5,25.0,116,0,4.2,5,0,0.005
2024-02-03,SKU_007,STORE_1,42.0,0,1,10.1,5,1,0.985
2024-02-03,SKU_007,STORE_2,25.0,0,0,18.0,5,0,-0.002
2024-02-03,SKU_007,STORE_3,33.0,0,0,2.0,5,0,-0.004
2024-02-03,SKU_007,STORE_4,45.0,0,1,16.8,5,0,0.005
2024-02-03,SKU_007,STORE_5,31.0,0,0,17.7,5,0,0.001
2024-02-03,SKU_008,STORE_1,41.0,43,0,25.1,5,0,0.008
2024-02-03,SKU_008,STORE_2,29.0,0,0,2.5,5,1,0.978
2024-02-03,SKU_008,STORE_3,23.0,171,0,15.2,5,0,-0.004
2024-02-03,SKU_008,STORE_4,27.0,70,0,19.7,5,0,0.011
2024-02-03,SKU_008,STORE_5,33.0,150,0,26.0,5,0,0.012
2024-02-03,SKU_009,STORE_1,20.0,54,0,23.0,5,0,0.003
2024-02-03,SKU_009,STORE_2,35.0,86,0,25.8,5,0,-0.016
2024-02-03,SKU_009,STORE_3,32.0,130,0,29.4,5,0,0.015
2024-02-03,SKU_009,STORE_4,29.0,39,0,4.7,5,0,-0.007
2024-02-03,SKU_009,STORE_5,23.0,4,0,13.2,5,1,1.012
2024-02-03,SKU_010,STORE_1,46.0,26,1,16.3,5,0,0.004
2024-02-03,SKU_010,STORE_2,36.0,161,0,11.8,5,0,0.015
2024-02-03,SKU_010,STORE_3,21.0,104,0,10.1,5,0,0.001
2024-02-03,SKU_010,STORE_4,27.0,26,0,10.7,5,0,-0.005
2024-02-03,SKU_010,STORE_5,31.0,120,0,1.7,5,0,0.012
2024-02-03,SKU_011,STORE_1,31.0,21,0,10.4,5,0,-0.02
2024-02-03,SKU_011,STORE_2,25.0,90,0,16.1,5,0,-0.014
2024-02-03,SKU_011,STORE_3,34.0,117,0,15.3,5,0,0.002
2024-02-03,SKU_011,STORE_4,43.0,32,0,25.9,5,0,-0.002
2024-02-03,SKU_011,STORE_5,37.0,0,0,15.1,5,1,0.987
2024-02-03,SKU_012,STORE_1,,54,0,31.1,5,0,0.015
2024-02-03,SKU_012,STORE_2,23.0,156,0,22.1,5,0,-0.018
2024-02-03,SKU_012,STORE_3,35.0,106,1,9.2,5,0,0.009
2024-02-03,SKU_012,STORE_4,30.0,32,0,0.2,5,0,-0.003
2024-02-03,SKU_012,STORE_5,17.0,82,0,29.9,5,0,-0.009
2024-02-03,SKU_013,STORE_1,41.0,86,0,7.9,5,0,0.009
2024-02-03,SKU_013,STORE_2,26.0,113,0,-4.0,5,0,0.008
2024-02-03,SKU_013,STORE_3,25.0,145,0,17.5,5,0,0.015
2024-02-03,SKU_013,STORE_4,45.0,28,0,21.3,5,0,0.018
2024-02-03,SKU_013,STORE_5,20.0,137,0,6.0,5,0,-0.009
2024-02-03,SKU_014,STORE_1,37.0,122,0,24.3,5,0,0.001
2024-02-03,SKU_014,STORE_2,21.0,82,0,11.9,5,0,0.012
2024-02-03,SKU_014,STORE_3,32.0,33,0,4.5,5,0,0.01
2024-02-03,SKU_014,STORE_4,37.0,78,0,,5,0,-0.003
2024-02-03,SKU_014,STORE_5,25.0,151,0,,5,0,0.012
2024-02-03,SKU_015,STORE_1,38.0,138,0,18.1,5,0,0.003
2024-02-03,SKU_015,STORE_2,33.0,151,1,13.2,5,0,-0.011
2024-02-03,SKU_015,STORE_3,35.0,23,0,,5,0,-0.004
2024-02-03,SKU_015,STORE_4,34.0,86,0,13.5,5,0,-0.004
2024-02-03,SKU_015,STORE_5,53.0,96,1,25.6,5,0,-0.002
2024-02-03,SKU_016,STORE_1,21.0,15,0,-1.3,5,0,-0.002
2024-02-03,SKU_016,STORE_2,35.0,127,0,12.1,5,0,0.003
2024-02-03,SKU_016,STORE_3,31.0,108,0,7.0,5,0,0.016
2024-02-03,SKU_016,STORE_4,38.0,149,1,14.9,5,0,0.005
2024-02-03,SKU_016,STORE_5,29.0,61,0,17.4,5,0,-0.001
2024-02-03,SKU_017,STORE_1,37.0,137,0,29.6,5,0,-0.006
2024-02-03,SKU_017,STORE_2,24.0,79,0,29.8,5,0,0.005
2024-02-03,SKU_017,STORE_3,61.0,27,1,7.4,5,0,0.003
2024-02-03,SKU_017,STORE_4,33.0,103,1,31.1,5,0,0.013
2024-02-03,SKU_017,STORE_5,28.0,94,0,,5,0,-0.006
2024-02-03,SKU_018,STORE_1,37.0,139,0,16.8,5,0,-0.003
2024-02-03,SKU_018,STORE_2,29.0,14,0,14.0,5,1,0.99
2024-02-03,SKU_018,STORE_3,30.0,16,0,25.9,5,0,-0.007
2024-02-03,SKU_018,STORE_4,30.0,119,0,21.8,5,0,-0.006
2024-02-03,SKU_018,STORE_5,22.0,109,0,6.8,5,0,-0.009
2024-02-03,SKU_019,STORE_1,,0,0,24.0,5,1,0.977
2024-02-03,SKU_019,STORE_2,29.0,61,0,24.4,5,0,0.011
2024-02-03,SKU_019,STORE_3,36.0,110,0,15.9,5,0,-0.003
2024-02-03,SKU_019,STORE_4,42.0,141,0,-0.9,5,0,-0.005
2024-02-03,SKU_019,STORE_5,39.0,159,0,11.8,5,0,0.001
2024-02-03,SKU_020,STORE_1,11.0,42,0,26.2,5,0,-0.006
2024-02-03,SKU_020,STORE_2,21.0,69,0,32.6,5,0,0.007
2024-02-03,SKU_020,STORE_3,28.0,162,0,10.9,5,0,0.001
2024-02-03,SKU_020,STORE_4,18.0,16,0,32.8,5,0,0.006
2024-02-03,SKU_020,STORE_5,26.0,107,0,,5,0,-0.017
2024-02-04,SKU_001,STORE_1,22.0,0,0,18.6,6,1,0.994
2024-02-04,SKU_001,STORE_2,31.0,168,0,19.8,6,0,-0.014
2024-02-04,SKU_001,STORE_3,29.0,2,0,13.4,6,1,1.0
2024-02-04,SKU_001,STORE_4,,2,1,11.8,6,1,0.975
2024-02-04,SKU_001,STORE_5,31.0,15,0,28.3,6,0,0.009
2024-02-04,SKU_002,STORE_1,38.0,122,1,17.7,6,0,-0.011
2024-02-04,SKU_002,STORE_2,36.0,137,0,17.7,6,0,-0.013
2024-02-04,SKU_002,STORE_3,29.0,132,0,9.5,6,0,0.011
2024-02-04,SKU_002,STORE_4,51.0,0,1,25.5,6,1,0.995
2024-02-04,SKU_002,STORE_5,28.0,0,0,6.7,6,1,0.98
2024-02-04,SKU_003,STORE_1,38.0,95,0,6.2,6,0,-0.003
2024-02-04,SKU_003,STORE_2,28.0,89,0,13.6,6,0,-0.018
2024-02-04,SKU_003,STORE_3,28.0,59,0,14.8,6,0,-0.011
2024-02-04,SKU_003,STORE_4,32.0,22,0,-7.1,6,0,-0.002
2024-02-04,SKU_003,STORE_5,27.0,61,0,22.7,6,0,0.001
2024-02-04,SKU_004,STORE_1,20.0,76,0,21.7,6,0,-0.032
2024-02-04,SKU_004,STORE_2,40.0,136,1,,6,0,-0.006
2024-02-04,SKU_004,STORE_3,27.0,75,0,25.5,6,0,-0.0
2024-02-04,SKU_004,STORE_4,31.0,163,0,25.9,6,0,-0.002
2024-02-04,SKU_004,STORE_5,46.0,97,0,18.3,6,0,-0.004
2024-02-04,SKU_005,STORE_1,31.0,75,0,-5.0,6,0,0.019
2024-02-04,SKU_005,STORE_2,21.0,30,0,17.2,6,0,-0.003
2024-02-04,SKU_005,STORE_3,48.0,45,1,12.1,6,0,-0.001
2024-02-04,SKU_005,STORE_4,39.0,52,0,17.3,6,0,-0.012
2024-02-04,SKU_005,STORE_5,43.0,104,0,15.0,6,0,0.037
2024-02-04,SKU_006,STORE_1,39.0,0,0,0.5,6,1,0.991
2024-02-04,SKU_006,STORE_2,33.0,4,0,22.1,6,1,0.973
2024-02-04,SKU_006,STORE_3,40.0,0,1,3.3,6,1,0.987
2024-02-04,SKU_006,STORE_4,33.0,162,0,-1.8,6,0,-0.004
2024-02-04,SKU_006,STORE_5,31.0,1,0,,6,1,0.981
2024-02-04,SKU_007,STORE_1,27.0,0,0,27.8,6,0,-0.004
2024-02-04,SKU_007,STORE_2,43.0,0,0,35.1,6,0,-0.007
2024-02-04,SKU_007,STORE_3,27.0,0,0,22.3,6,0,0.003
2024-02-04,SKU_007,STORE_4,,0,0,11.7,6,0,0.002
2024-02-04,SKU_007,STORE_5,30.0,0,0,36.2,6,0,-0.008
2024-02-04,SKU_008,STORE_1,42.0,134,1,9.7,6,0,0.002
2024-02-04,SKU_008,STORE_2,33.0,3,0,-0.0,6,1,0.99
2024-02-04,SKU_008,STORE_3,33.0,63,0,16.1,6,0,-0.0
2024-02-04,SKU_008,STORE_4,41.0,107,0,25.3,6,0,0.016
2024-02-04,SKU_008,STORE_5,29.0,100,0,13.1,6,0,-0.006
2024-02-04,SKU_009,STORE_1,30.0,120,0,16.2,6,0,-0.004
2024-02-04,SKU_009,STORE_2,28.0,135,0,4.6,6,0,-0.007
2024-02-04,SKU_009,STORE_3,39.0,124,0,18.3,6,0,-0.01
2024-02-04,SKU_009,STORE_4,26.0,62,0,-2.0,6,0,-0.01
2024-02-04,SKU_009,STORE_5,26.0,108,0,8.7,6,0,-0.004
2024-02-04,SKU_010,STORE_1,24.0,48,0,,6,0,-0.006
2024-02-04,SKU_010,STORE_2,34.0,117,0,15.4,6,0,0.005
2024-02-04,SKU_010,STORE_3,33.0,47,0,-0.2,6,0,-0.013
2024-02-04,SKU_010,STORE_4,18.0,108,0,1.6,6,0,-0.008
2024-02-04,SKU_010,STORE_5,38.0,54,0,0.8,6,0,0.003
2024-02-04,SKU_011,STORE_1,29.0,26,0,23.9,6,0,-0.004
2024-02-04,SKU_011,STORE_2,37.0,103,0,26.1,6,0,-0.001
2024-02-04,SKU_011,STORE_3,29.0,120,0,16.5,6,0,-0.003
2024-02-04,SKU_011,STORE_4,32.0,118,0,13.3,6,0,-0.001
2024-02-04,SKU_011,STORE_5,31.0,64,0,28.1,6,0,-0.013
2024-02-04,SKU_012,STORE_1,19.0,11,0,-1.7,6,1,0.991
2024-02-04,SKU_012,STORE_2,36.0,20,0,0.7,6,0,-0.005
2024-02-04,SKU_012,STORE_3,32.0,143,0,17.3,6,0,-0.004
2024-02-04,SKU_012,STORE_4,34.0,137,0,15.7,6,0,0.002
2024-02-04,SKU_012,STORE_5,28.0,16,0,-7.3,6,0,0.008
2024-02-04,SKU_013,STORE_1,27.0,147,0,-0.9,6,0,0.015
2024-02-04,SKU_013,STORE_2,28.0,39,0,19.5,6,0,-0.01
2024-02-04,SKU_013,STORE_3,,0,1,18.2,6,1,0.971
2024-02-04,SKU_013,STORE_4,29.0,135,0,5.0,6,0,0.004
2024-02-04,SKU_013,STORE_5,,132,0,8.7,6,0,-0.01
2024-02-04,SKU_014,STORE_1,28.0,95,0,38.5,6,0,0.013
2024-02-04,SKU_014,STORE_2,40.0,0,1,15.1,6,1,0.999
2024-02-04,SKU_014,STORE_3,28.0,135,0,14.6,6,0,-0.008
2024-02-04,SKU_014,STORE_4,,78,0,-7.7,6,0,-0.008
2024-02-04,SKU_014,STORE_5,43.0,127,1,28.0,6,0,-0.015
2024-02-04,SKU_015,STORE_1,23.0,43,0,4.8,6,0,0.01
2024-02-04,SKU_015,STORE_2,22.0,55,0,25.4,6,0,-0.01
2024-02-04,SKU_015,STORE_3,40.0,107,0,8.3,6,0,0.01
2024-02-04,SKU_015,STORE_4,36.0,2,0,11.5,6,1,0.983
2024-02-04,SKU_015,STORE_5,30.0,42,0,0.7,6,0,-0.001
2024-02-04,SKU_016,STORE_1,30.0,101,0,20.3,6,0,0.014
2024-02-04,SKU_016,STORE_2,25.0,25,0,12.3,6,0,-0.009
2024-02-04,SKU_016,STORE_3,23.0,39,0,16.7,6,0,0.0
2024-02-04,SKU_016,STORE_4,33.0,161,1,4.3,6,0,-0.008
2024-02-04,SKU_016,STORE_5,26.0,29,0,,6,0,0.0
2024-02-04,SKU_017,STORE_1,50.0,123,1,17.6,6,0,-0.007
2024-02-04,SKU_017,STORE_2,27.0,161,0,-2.1,6,0,0.008
2024-02-04,SKU_017,STORE_3,25.0,135,0,6.8,6,0,-0.006
2024-02-04,SKU_017,STORE_4,41.0,71,1,0.4,6,0,-0.006
2024-02-04,SKU_017,STORE_5,36.0,68,1,19.0,6,0,0.005
2024-02-04,SKU_018,STORE_1,31.0,0,0,20.5,6,1,0.993
2024-02-04,SKU_018,STORE_2,42.0,145,0,20.7,6,0,0.024
2024-02-04,SKU_018,STORE_3,32.0,112,0,6.8,6,0,0.002
2024-02-04,SKU_018,STORE_4,30.0,139,0,8.2,6,0,-0.02
2024-02-04,SKU_018,STORE_5,36.0,27,1,22.3,6,0,-0.003
2024-02-04,SKU_019,STORE_1,33.0,6,0,6.4,6,1,0.992
2024-02-04,SKU_019,STORE_2,44.0,59,1,31.2,6,0,-0.017
2024-02-04,SKU_019,STORE_3,22.0,22,0,15.2,6,0,-0.004
2024-02-04,SKU_019,STORE_4,34.0,40,0,16.3,6,0,0.012
2024-02-04,SKU_019,STORE_5,30.0,167,0,20.8,6,0,0.003
2024-02-04,SKU_020,STORE_1,39.0,0,0,-8.8,6,1,0.99
2024-02-04,SKU_020,STORE_2,30.0,14,0,12.3,6,1,1.0
2024-02-04,SKU_020,STORE_3,29.0,13,0,14.7,6,1,0.987
2024-02-04,SKU_020,STORE_4,17.0,50,0,32.9,6,0,-0.001
2024-02-04,SKU_020,STORE_5,27.0,126,0,6.4,6,0,-0.008
2024-02-05,SKU_001,STORE_1,25.0,123,0,32.4,0,0,0.012
2024-02-05,SKU_001,STORE_2,20.0,150,0,-0.2,0,0,-0.009
2024-02-05,SKU_001,STORE_3,27.0,44,0,28.2,0,0,0.006
2024-02-05,SKU_001,STORE_4,19.0,130,0,6.0,0,0,-0.011
2024-02-05,SKU_001,STORE_5,25.0,137,1,9.3,0,0,-0.007
2024-02-05,SKU_002,STORE_1,24.0,68,0,26.6,0,0,0.013
2024-02-05,SKU_002,STORE_2,27.0,76,0,,0,0,-0.009
2024-02-05,SKU_002,STORE_3,35.0,77,0,12.5,0,0,-0.009
2024-02-05,SKU_002,STORE_4,33.0,153,0,24.6,0,0,-0.001
2024-02-05,SKU_002,STORE_5,39.0,0,0,21.7,0,1,0.98
2024-02-05,SKU_003,STORE_1,31.0,12,0,12.7,0,1,0.992
2024-02-05,SKU_003,STORE_2,30.0,45,0,,0,0,-0.002
2024-02-05,SKU_003,STORE_3,33.0,138,0,4.7,0,0,0.005
2024-02-05,SKU_003,STORE_4,28.0,91,0,15.2,0,0,-0.001
2024-02-05,SKU_003,STORE_5,29.0,94,0,16.2,0,0,0.007
2024-02-05,SKU_004,STORE_1,42.0,12,0,14.8,0,1,0.999
2024-02-05,SKU_004,STORE_2,36.0,89,1,40.4,0,0,0.0
2024-02-05,SKU_004,STORE_3,46.0,73,0,19.3,0,0,-0.009
2024-02-05,SKU_004,STORE_4,29.0,130,0,13.3,0,0,0.01
2024-02-05,SKU_004,STORE_5,26.0,112,0,26.1,0,0,0.016
2024-02-05,SKU_005,STORE_1,35.0,93,0,9.5,0,0,0.001
2024-02-05,SKU_005,STORE_2,17.0,125,0,32.9,0,0,-0.011
2024-02-05,SKU_005,STORE_3,39.0,0,0,10.6,0,1,0.988
2024-02-05,SKU_005,STORE_4,29.0,165,1,4.3,0,0,0.006
2024-02-05,SKU_005,STORE_5,25.0,131,0,8.2,0,0,0.002
2024-02-05,SKU_006,STORE_1,14.0,109,0,12.9,0,0,0.001
2024-02-05,SKU_006,STORE_2,31.0,37,0,24.6,0,0,-0.013
2024-02-05,SKU_006,STORE_3,26.0,21,0,3.8,0,0,0.006
2024-02-05,SKU_006,STORE_4,26.0,134,0,,0,0,0.004
2024-02-05,SKU_006,STORE_5,39.0,0,1,18.6,0,1,0.97
2024-02-05,SKU_007,STORE_1,30.0,0,0,14.8,0,0,0.004
2024-02-05,SKU_007,STORE_2,31.0,0,0,22.9,0,0,0.008
2024-02-05,SKU_007,STORE_3,27.0,0,0,1.9,0,0,-0.017
2024-02-05,SKU_007,STORE_4,34.0,0,0,-3.0,0,0,0.019
2024-02-05,SKU_007,STORE_5,42.0,0,0,15.0,0,0,0.012
2024-02-05,SKU_008,STORE_1,29.0,102,0,,0,0,0.008
2024-02-05,SKU_008,STORE_2,31.0,151,0,9.9,0,0,-0.029
2024-02-05,SKU_008,STORE_3,43.0,81,1,30.5,0,0,0.005
2024-02-05,SKU_008,STORE_4,,64,0,27.0,0,0,-0.024
2024-02-05,SKU_008,STORE_5,22.0,122,0,14.2,0,0,0.001
2024-02-05,SKU_009,STORE_1,36.0,7,0,,0,1,0.978
2024-02-05,SKU_009,STORE_2,28.0,96,0,31.9,0,0,-0.017
2024-02-05,SKU_009,STORE_3,38.0,26,0,4.3,0,0,-0.017
2024-02-05,SKU_009,STORE_4,,16,0,9.5,0,0,-0.015
2024-02-05,SKU_009,STORE_5,31.0,61,0,14.2,0,0,0.011
2024-02-05,SKU_010,STORE_1,27.0,117,0,23.2,0,0,-0.001
2024-02-05,SKU_010,STORE_2,34.0,40,0,1.6,0,0,0.013
2024-02-05,SKU_010,STORE_3,33.0,47,0,-6.4,0,0,-0.001
2024-02-05,SKU_010,STORE_4,31.0,36,0,23.6,0,0,-0.014
2024-02-05,SKU_010,STORE_5,30.0,69,0,13.9,0,0,-0.005
2024-02-05,SKU_011,STORE_1,24.0,153,0,5.3,0,0,-0.004
2024-02-05,SKU_011,STORE_2,14.0,106,0,26.3,0,0,0.009
2024-02-05,SKU_011,STORE_3,25.0,29,0,21.3,0,0,-0.014
2024-02-05,SKU_011,STORE_4,33.0,88,0,13.1,0,0,0.002
2024-02-05,SKU_011,STORE_5,28.0,155,0,12.9,0,0,-0.011
2024-02-05,SKU_012,STORE_1,28.0,142,0,30.3,0,0,-0.009
2024-02-05,SKU_012,STORE_2,49.0,76,1,1.6,0,0,-0.013
2024-02-05,SKU_012,STORE_3,26.0,148,0,4.8,0,0,-0.002
2024-02-05,SKU_012,STORE_4,22.0,33,0,14.4,0,0,-0.01
2024-02-05,SKU_012,STORE_5,35.0,132,0,,0,0,0.011
2024-02-05,SKU_013,STORE_1,28.0,110,0,30.1,0,0,0.001
2024-02-05,SKU_013,STORE_2,23.0,25,0,7.7,0,0,-0.021
2024-02-05,SKU_013,STORE_3,36.0,119,0,12.4,0,0,0.009
2024-02-05,SKU_013,STORE_4,26.0,121,0,-2.8,0,0,-0.002
2024-02-05,SKU_013,STORE_5,55.0,29,1,13.4,0,0,0.006
2024-02-05,SKU_014,STORE_1,41.0,138,0,16.8,0,0,0.003
2024-02-05,SKU_014,STORE_2,,159,0,7.8,0,0,0.005
2024-02-05,SKU_014,STORE_3,17.0,160,0,9.2,0,0,0.002
2024-02-05,SKU_014,STORE_4,33.0,112,0,12.6,0,0,-0.012
2024-02-05,SKU_014,STORE_5,28.0,7,0,15.6,0,1,1.017
2024-02-05,SKU_015,STORE_1,15.0,111,0,,0,0,-0.018
2024-02-05,SKU_015,STORE_2,29.0,165,0,8.8,0,0,-0.013
2024-02-05,SKU_015,STORE_3,31.0,27,0,0.6,0,0,-0.005
2024-02-05,SKU_015,STORE_4,21.0,95,0,10.4,0,0,0.009
2024-02-05,SKU_015,STORE_5,31.0,46,0,9.6,0,0,-0.01
2024-02-05,SKU_016,STORE_1,33.0,32,0,19.9,0,0,-0.006
2024-02-05,SKU_016,STORE_2,32.0,74,0,16.2,0,0,0.0
2024-02-05,SKU_016,STORE_3,27.0,55,0,10.2,0,0,0.006
2024-02-05,SKU_016,STORE_4,20.0,51,0,28.3,0,0,0.015
2024-02-05,SKU_016,STORE_5,29.0,35,0,16.6,0,0,0.0
2024-02-05,SKU_017,STORE_1,28.0,64,0,8.5,0,0,0.004
2024-02-05,SKU_017,STORE_2,37.0,17,0,25.3,0,0,-0.015
2024-02-05,SKU_017,STORE_3,35.0,3,0,31.4,0,1,0.992
2024-02-05,SKU_017,STORE_4,20.0,82,0,14.2,0,0,-0.017
2024-02-05,SKU_017,STORE_5,33.0,152,0,5.8,0,0,-0.019
2024-02-05,SKU_018,STORE_1,35.0,138,0,21.5,0,0,-0.016
2024-02-05,SKU_018,STORE_2,33.0,89,0,36.0,0,0,0.017
2024-02-05,SKU_018,STORE_3,38.0,58,1,9.1,0,0,0.013
2024-02-05,SKU_018,STORE_4,21.0,34,0,9.7,0,0,-0.025
2024-02-05,SKU_018,STORE_5,32.0,102,0,12.9,0,0,0.01
2024-02-05,SKU_019,STORE_1,32.0,135,0,23.3,0,0,0.002
2024-02-05,SKU_019,STORE_2,35.0,16,0,,0,0,-0.004
2024-02-05,SKU_019,STORE_3,31.0,95,0,21.8,0,0,-0.008
2024-02-05,SKU_019,STORE_4,29.0,67,0,-1.0,0,0,0.005
2024-02-05,SKU_019,STORE_5,42.0,59,1,12.5,0,0,-0.003
2024-02-05,SKU_020,STORE_1,35.0,130,0,19.5,0,0,0.001
2024-02-05,SKU_020,STORE_2,35.0,153,0,11.0,0,0,-0.015
2024-02-05,SKU_020,STORE_3,30.0,7,0,11.3,0,1,1.005
2024-02-05,SKU_020,STORE_4,14.0,58,0,17.9,0,0,-0.018
2024-02-05,SKU_020,STORE_5,63.0,15,1,18.3,0,0,-0.002
2024-02-06,SKU_001,STORE_1,27.0,39,0,2.6,1,0,0.011
2024-02-06,SKU_001,STORE_2,27.0,75,0,10.4,1,0,-0.005
2024-02-06,SKU_001,STORE_3,23.0,129,0,11.4,1,0,0.01
2024-02-06,SKU_001,STORE_4,25.0,78,0,10.7,1,0,-0.01
2024-02-06,SKU_001,STORE_5,41.0,105,1,29.6,1,0,-0.007
2024-02-06,SKU_002,STORE_1,29.0,152,0,16.3,1,0,0.017
2024-02-06,SKU_002,STORE_2,33.0,105,0,15.2,1,0,0.004
2024-02-06,SKU_002,STORE_3,31.0,0,0,16.6,1,1,1.005
2024-02-06,SKU_002,STORE_4,27.0,140,0,26.9,1,0,-0.0
2024-02-06,SKU_002,STORE_5,30.0,52,0,4.2,1,0,0.009
2024-02-06,SKU_003,STORE_1,27.0,155,0,12.8,1,0,0.008
2024-02-06,SKU_003,STORE_2,38.0,0,0,16.7,1,1,0.992
2024-02-06,SKU_003,STORE_3,20.0,115,0,16.9,1,0,-0.002
2024-02-06,SKU_003,STORE_4,44.0,123,0,4.1,1,0,-0.006
2024-02-06,SKU_003,STORE_5,36.0,12,0,14.4,1,1,0.985
2024-02-06,SKU_004,STORE_1,30.0,48,0,27.0,1,0,0.008
2024-02-06,SKU_004,STORE_2,29.0,85,0,16.2,1,0,-0.015
2024-02-06,SKU_004,STORE_3,23.0,138,0,17.6,1,0,-0.019
2024-02-06,SKU_004,STORE_4,25.0,147,0,5.6,1,0,0.008
2024-02-06,SKU_004,STORE_5,39.0,54,0,13.1,1,0,-0.004
